WBAN|WMO|CallSign|ClimateDivisionCode|ClimateDivisionStateCode|ClimateDivisionStationCode|Name|State|Location|Latitude|Longitude|GroundHeight|StationHeight|Barometer|TimeZone
63841||RSV||||ROBINSON|IL|ROBINSON MUNICIPAL AIRPORT|39.016|-87.650|462|462||-6 
63842||DQH||||DOUGLAS|GA|DOUGLAS MUNICIPAL AIRPORT|31.477|-82.861|257|257||-5 
63843||EHO||||SHELBY|NC|SHELBY MUNICIPAL AIRPORT|35.256|-81.601|847|||-5 
63844||1A5||||FRANKLIN|NC|MACON COUNTY AIRPORT|35.223|-83.419|2020|2020||-5 
63846||JYL||||SYLVANIA|GA|PLANTATION AIRPARK|32.646|-81.596|188|188||-5 
63847||4A9||||FORT PAYNE|AL|ISBELL FIELD AIRPORT|34.474|-85.721|877|877||-6 
63848||47A||||CANTON|GA|CHEROKEE COUNTY AIRPORT|34.311|-84.424|1219|1219||-5 
63849||A538||||BOWLING GREEN 21 NNE|KY|MAMMOTH CAVE NATIONAL PARK|37.250|-86.233|785|788|99999|-6 
63850||F7BE||||WATKINSVILLE 5 SSE|GA|USDA/ARS WATKINSVILLE (COLHAM FERRY SITE)|33.784|-83.390|738|741|99999|-5 
63851||M30||||METROPLOIS|IL|METROPLOIS MUNICIPAL AIRPORT|37.186|-88.751|384|384||-6 
63852||HSA||||BAY ST LOUIS|MS|STENNIS INTERNATIONAL AIRPORT|30.368|-89.455|0|23|0|-6 
63853||AJG||||MOUNT CARMEL|IL|MOUNT CARMEL MUNICIPAL AIRPORT|38.607|-87.727||429||-6 
63855||906C||||CROSSVILLE 7 NW|TN|UNIV OF TN (PLATEAU RESEARCH & EDUCATION CENTER)|36.014|-85.134|1910|1913|99999|-6 
63856||831A||||BRUNSWICK 23 S|GA|CUMBERLAND ISLAND NATIONAL SEASHORE|30.808|-81.460|22|25|99999|-5 
63857||739E||||GADSDEN|AL|SAND MT RESEARCH/EXTENSION (NW PASTURE)|34.285|-85.962|1149|1152|99999|-6 
63858||A5F6||||SELMA 13 WNW|AL|AUBURN UNIVERSITY|32.457|-87.242|190|193|99999|-6 
63859||MRN||||MORGANTON|NC|MORGANTON-LENOIR AIRPORT|35.821|-81.611|0|1270|0|-5 
63862||807C||||VALLEY HEAD|AL|VALLEY HEAD (HCN)|34.565|-85.617|99999|99999|99999|-6 
63866||C376||||GUNTERSVILLE|AL|GUNTERSVILLE RADIO STATION (HCN)|34.334|-86.316|99999|99999|99999|-6 
63867||B5E6||||CULLMAN|AL|N AL HORTICULTURAL RES. CTN. ALTERNATE SITE (HCN)|34.196|-86.796|99999|99999|99999|-6 
63868||E59A||||COURTLAND|AL|LAWRENCE COUNTY AIRPORT (HCN)|34.660|-87.346|99999|99999|99999|-6 
63869||C010||||FAIRHOPE 3 NE|AL|AUBURN UNIVESITY|30.549|-87.876|92|95|99999|-6 
63870||0J4||||FLORALA|AL|FLORALA MUNICIPAL AIRPORT|31.043|-86.312|99999|314|99999|-6 
63871||1J0||||BONIFAY|FL|TRI-COUNTY AIRPORT|30.846|-85.601|99999|85|99999|-5 
63872||EUF||||EUFAULA|AL|WEEDON FIELD AIRPORT|31.951|-85.129|99999|285|99999|-6 
63873||HEY||||FORT RUCKER/OZARK|AL|HANCHEY ARMY HELIPORT (FORT RUCKER)|31.346|-85.654|99999|317|99999|-6 
63874||PRN||||GREENVILLE|AL|MAC CRENSHAW MEMORIAL AIRPORT|31.846|-86.611|99999|451|99999|-6 
63875||1A6||||MIDDLESBORO|KY|MIDDLESBORO-BELL COUNTY AIRPORT|36.611|-83.738|99999|1154|99999|-5 
63876||3I2||||POINT PLEASANT|WV|MASON COUNTY AIRPORT|38.915|-82.099|99999|643|99999|-5 
63877||3J7||||GREENSBORO|GA|GREENE COUNTY REGIONAL AIRPORT|33.598|-83.139|99999|677|99999|-5 
63878||3LF||||LITCHFIELD|IL|LITCHFIELD MUNICIPAL AIRPORT|39.163|-89.675|99999|690|99999|-6 
63879||48I||||SUTTON|WV|BRAXTON COUNTY AIRPORT|38.687|-80.652|99999|1275|99999|-5 
63880||8A0||||ALBERTVILLE|AL|THE ALBERTVILLE MUNI ARPT-THOMAS J BRUMLIK FLD|34.229|-86.256|99999|1032|99999|-6 
63881||DBN||||DUBLIN|GA|W H `BUD` BARRON AIRPORT|32.564|-82.985||309||-5 
63882||EKQ||||MONTICELLO|KY|WAYNE COUNTY AIRPORT|36.855|-84.856|99999|963|99999|-5 
63883||HUA||||REDSTONE ARSENAL (HUNTSVILLE)|AL|REDSTONE ARMY AIRFIELD|34.679|-86.685|99999|685|99999|-6 
63884||I16||||PINEVILLE|WV|KEE FIELD AIRPORT|37.601|-81.559|99999|1783|99999|-5 
63885||JKA||||GULF SHORES|AL|JACK EDWARDS AIRPORT|30.291|-87.672|99999|16|99999|-6 
63886||MLJ||||MILLEDGEVILLE|GA|BALDWIN COUNTY AIRPORT|33.154|-83.241|99999|384|99999|-5 
63887||MWO||||MIDDLETOWN|OH|HOOK FIELD MUNICIPAL AIRPORT|39.531|-84.395|99999|650|99999|-5 
63888||SGH||||SPRINGFIELD|OH|SPRINGFIELD-BECKLEY MUNICIPAL AIRPORT|39.840|-83.840|99999|1051|99999|-5 
63889||GYH||||GREENVILLE|SC|DONALDSON CENTER AIRPORT|34.758|-82.376|99999|955|99999|-5 
63890||NEN||||JACKSONVILLE|FL|WHITEHOUSE NAVAL OUTLYING FIELD|30.350|-81.883||99||-5 
63901||AXS||||ALTUS|OK|ALTUS/QUARTZ MOUNTAIN REGIONAL AIRPORT|34.699|-99.338|0|1433|0|-6 
64705||BTP||||BUTLER|PA|BTLR CO/K W SCHOLTER FD AP|40.777|-79.935|1247|1247||-5 
64706||IDI||||INDIANA|PA|INDIANA COUNTY/JIMMY STEWART FIELD/AIRPORT|40.632|-79.100|1405|1405||-5 
64707||OXC||||OXFORD|CT|WATERBURY-OXFORD AIRPORT|41.478|-73.133|726|726||-5 
64708||PVC||||PROVINCETOWN|MA|PROVINCETOWN MUNI AIRPORT|42.072|-70.217|8|8||-5 
64709||SFM||||SANFORD|ME|SANFORD REGIONAL AIRPORT|43.394|-70.701|244|244||-5 
64710||SFZ||||PAWTUCKET|RI|NORTH CENTRAL STATE ARPT|41.921|-71.484|441|441||-5 
64711||127||||CHUTE DES PASSES||CHUTE DES PASSES|49.900|-71.250|1309|1309||-5 
64712||138||||L'Assomption||L'Assomption|45.817|-73.433|69|69||-5 
64713||145||||GRENADIER ISLAND||GRENADIER ISLAND|44.417|-75.850|269|269||-5 
64714||146||||LAGOON CITY||LAGOON CITY|44.533|-79.217|725|725||-5 
64715||149||||ROQUEMAURE||ROQUEMAURE|48.633|-79.450|883|883||-5 
64716||161||||VARENNES||VARENNES|45.717|-73.383|62|62||-5 
64717||164||||DESCHAMBAULTS||DESCHAMBAULTS , QUE.|46.683|-71.950|180|180||-5 
64718||166||||BEAUCEVILLE||BEAUCEVILLE|46.200|-70.783|751|751||-5 
64719||167||||MONT-ORFORD||MONT-ORFORD|45.317|-72.250|2792|2792||-5 
64720||168||||SAINT HENRI||SAINT HENRI , QUE.|48.650|-71.850|338|338||-5 
64721||172||||ILE AUX GRUES||ILE AUX GRUES, QUE.|47.067|-70.533|59|59||-5 
64722||177||||CHARLEVOIX CS||CHARLEVOIX CS , QUE.|47.283|-70.633|2359|||-5 
64723||178||||SAINT CLOTHILDE||SAINT CLOTHILDE AUTOMATED REPORTING STATION|45.167|-73.683|171|171||-5 
64724||179||||SAINT GEDEON||SAINT GEDEON, QUE.|48.483|-71.783|338|338||-5 
64725||181||||MISTOOK||MISTOOK AUTOMATED REPORTING STATION|48.767|-71.717|371|371||-5 
64726||183||||L'Acadie||L'Acadie|45.300|-73.350|148|148||-5 
64727||184||||STE FOY CS||STE FOY CS , QUE.|47.300|-71.267|299|299||-5 
64728||203||||LAUZON||LAUZON, QUE.|46.833|-71.167|66|66||-5 
64729||214||||NICOLET||NICOLET AUTOMATIC WEATHER REPORTING SYSTEM|46.217|-72.650|30|30||-5 
64730||220||||BEAUSOLEIL ISLAND||BEAUSOLEIL ISLAND AUTOMATED STATION|44.850|-79.867|600|600||-5 
64731||222||||PARC DES LAURENTID||PARC DES LAURENTID|47.567|-71.233|2635|2635||-5 
64732||226||||MONTREAL-EST||MONTREAL-EST|45.633|-70.550|167|167||-5 
64733||231||||LENNOXVILLE||LENNOXVILLE|45.367|-71.817|594|594||-5 
64734||236||||PUINTE CLAVEAU||PUINTE CLAVEAU|48.267|-70.117|0|||-5 
64735||238||||BANCROFT||BANCROFT AUTOMATIC WEATHER SYSTEM|45.067|-77.867|1086|1086||-5 
64736||251||||LA POCATIERE||LA POCATIERE|47.350|-70.033|102|102||-5 
64737||253||||MC TAVISH||MC TAVISH AUTOMATED REPORTING STATION|45.500|-73.583|207|207||-5 
64738||255||||CAP TOURMENTE||CAP TOURMENTE|47.067|-70.800|20|20||-5 
64739||256||||TROIS RIVIERES||TROIS RIVIERES|46.350|-72.517|20|20||-5 
64740||264||||STE ANNE DE BELL 1||STE ANNE DE BELL 1|45.433|-73.933|128|128||-5 
64741||268||||VILLEROY RADAR SITE||VILLEROY RADAR SITE|46.433|-71.933|354|354||-5 
64742||269||||ILE CHARRON||ILE CHARRON, QUE.|45.583|-73.500|39|39||-5 
64743||277||||PORT WELLER||PORT WELLER, ONT.|43.250|-79.217|259|259||-5 
64744||279||||ONATCHIWAY||ONATCHIWAY, QUE.|48.883|-71.033|997|997||-5 
64745||295||||BEAUPORT CS||BEAUPORT CS, QUE.|46.833|-71.200|33|33||-5 
64746||304||||HIGH FALLS||HIGH FALLS , QUE.|45.833|-75.650|623|623||-5 
64747||314||||SHAWINIGAN CS||SHAWINIGAN CS , QUE.|46.583|-72.583|361|361||-5 
64748||366||||FORT MCMURRY CS||FORT MCMURRY CS|56.650|-111.217|1211|1211||-7 
64749||367||||FRELIGHSBURG||FRELIGHSBURG|45.050|-72.833|499|499||-5 
64750||364||||ST ANICET||ST ANICET|45.117|-74.283|161|161||-5 
64751||334||||QUEBEC||QUEBEC, QUE|46.800|-71.383|230|230||-5 
64752||LOM||||PHILADELPHIA|PA|WINGS FIELD AIRPORT|40.138|-75.265|302|302||-5 
64753||UKT||||QUAKERTOWN|PA|QUAKERTOWN AIRPORT|40.435|-75.382|526|526||-5 
64756||60E8||||MILLBROOK 3 W|NY|INSTITUTE OF ECOSYSTEM STUDIES|41.786|-73.742|410|413|99999|-5 
64757||050E||||EGBERT||ENVIRONMENT CANADA CARE SITE|44.233|-79.781|804|807|99999|-5 
64758||5572||||ITHACA 13 E|NY|CORNELL UNIVERSITY|42.440|-76.246|1225|1228|99999|-5 
64761||HTO||||EAST HAMPTON|NY|EAST HAMPTON AIRPORT|40.959|-72.252|0|56|0|-5 
64773||1P1||||PLYMOUTH|NH|PLYMOUTH MUNICIPAL AIRPORT|43.779|-71.754|99999|505|99999|-5 
64774||GHG||||MARSHFIELD|MA|MARSHFIELD MUNICIPAL AIRPORT - GEORGE HARLOW FIELD|42.098|-70.672|99999|11|99999|-5 
64775||RME||||ROME|NY|GRIFFIS AIRFIELD|43.234|-75.412|481|519|554|-5 
64776||PBG||||PLATTSBURG|NY|PLATTSBURGH INTERNATIONAL AIRPORT|44.651|-73.468|161|234|164|-5 
70701|619670|NKW||||DIEGO GARCIA|PC|NAVAL AIR STATION|7.300|72.400|8|9|13|5 
87601|89664|NZCM||||MCMURDO SOUND||NSFA MCMURDO SOUND|77.850|166.650|127|110|112|-12 
92762||RYT||||SITE R|PA|SITE R|39.734|-77.430|907|902|0|-5 
92802||RRF||||NEW PORT RITCHIE|FL|TAMPA BAY EXECUTIVE|28.188|-82.626|41|40|40|-5 
92805||PMP||||POMPANO BEACH|FL|POMPANO BEACH AIRPARK ARPT|26.250|-80.108|17|21|23|-5 
92806||SPG||||ST PETERSBURG|FL|ALBERT WHITTED AIRPORT|27.765|-82.628|5|8|9|-5 
92808||EVB||||NEW SMYRNA BEACH|FL|NEW SMYRNA BEACH MUNICIPAL AIRPORT|29.056|-80.949|0|10|0|-5 
92809||HWO||||HOLLYWOOD|FL|NORTH PERRY AIRPORT|25.999|-80.241|9|9|10|-5 
92811||MIBF|06|08|5658|MIAMI BEACH|FL|LIFEGUARD OFFICE|25.717|-80.283|65|65|67|-5 
92813||ISM||||ORLANDO|FL|KISSIMMEE GATEWAY AIRPORT|28.290|-81.434|82|82||-5 
92814||SGJ||||ST AUGUSTINE|FL|ST AUGUSTINE AIRPORT|29.959|-81.334|10|10||-5 
92815||SUA||||STUART|FL|WITHAM FIELD AIRPORT|27.182|-80.217|18|18||-5 
92816||VDF||||TAMPA|FL|VANDENBERG AIRPORT|28.014|-82.334|22|22||-5 
92817||VVG||||THE VILLAGES|FL|THE VILLAGES|28.950|-81.967|89|89||-5 
92821||E406||||TITUSVILLE 7 E|FL|NASA KENNEDY SPACE CENTER|28.616|-80.693|0|3|99999|-5 
92822||OMN||||ORMOND BEACH|FL|ORMOND BEACH MUNICIPAL AIRPORT|29.301|-81.114|99999|29|99999|-5 
92824||PCM||||PLANT CITY|FL|PLANT CITY MUNICIPAL AIRPORT|28.000|-82.164|99999|154|99999|-5 
92825||TPF||||TAMPA|FL|PETER O KNIGHT AIRPORT|27.916|-82.449|99999|8|99999|-5 
93005||DRO||||DURANGO|CO|DURA-LA PLATA CO AIRPORT|37.143|-107.760|6616|6685|6677|-7 
93007||GUC||||GUNNISON|CO|GUNSN-CRSTED BUTTE RGL APT|38.452|-107.034|7674|7674||-7 
93009||LXV||||LEADVILLE|CO|LEADVILLE/LAKE COUNTY APT|39.228|-106.316|9932|9927|9938|-7 
93010|74532|LIC||||LIMON|CO|LIMON MUNICIPAL AIRPORT|39.189|-103.716|5350|5365|5350|-7 
93013||MTJ||||MONTROSE|CO|MONTROSE REGIONAL AIRPORT|38.505|-107.898|5709|5759|5731|-7 
93026||DUG|07|02|2664|DOUGLAS BISBEE|AZ|BISBEE DOUGLAS INTL ARPT|31.469|-109.604|4105|4101|4102|-7 
93027||SJN||||ST JOHNS|AZ|ST JOHNS INDUS AIRPK ARPT|34.518|-109.379|5722|5733|5728|-7 
93033||CNM|07|29|1475|CARLSBAD|NM|CAVERN CITY AIR TRML ARPT|32.338|-104.263|3254|3261|3234|-7 
93035||MRF||||MARFA|TX|MARFA MUNICIPAL AIRPORT|30.371|-104.017|4849|4849||-6 
93037|72466|COS|01|05|1778|COLORADO SPRINGS|CO|CITY OF COLORADO SPRINGS MUNICIPAL AP|38.812|-104.711|6181|6170|6183|-7 
93041||LRU||||LAS CRUCES|NM|LAS CRUCES INTL AIRPORT|32.289|-106.917|4456|4456||-7 
93042||DHT|01|41|2240|DALHART|TX|MUNICIPAL AIRPORT|36.023|-102.547|3991|3994|3994|-6 
93045|72271|TCS|05|29|9129|TRUTH OR CONSEQUENCES|NM|TRH OR CONSEQCES MUNI ARPT|33.237|-107.268|4820|4858|4823|-7 
93046||HHF||||CANADIAN|TX|HEMPHILL COUNTY AIRPORT|35.895|-100.404|2394|2394||-6 
93057||GNT||29|3682|GRANTS|NM|GRANTS-MILAN MUNI AIRPORT|35.165|-107.902|6519|6520|6522|-7 
93058|72464|PUB|01|05|6740|PUEBLO|CO|PUEBLO MEMORIAL AIRPORT|38.290|-104.498|4673|4720|4655|-7 
93063||SVC||||SILVER CITY|NM|GRANT COUNTY AIRPORT|32.636|-108.151|5446|5446||-6 
93065||AFF||||COLORADO SPRINGS|CO|USAF ACADEMY AIRSTRIP AIRPORT|38.972|-104.813|0|6572|0|-7 
93067||APA||||DENVER|CO|CENTENNIAL AIRPORT|39.570|-104.849|5866|5828|5827|-7 
93069||CEZ||||CORTEZ|CO|CORTEZ MUNICIPAL AIRPORT|37.303|-108.628|5894|5914|5894|-7 
93073||ASE||||ASPEN|CO|ASPEN-PITKIN COUNTY ARPT|39.223|-106.868|7682|7742|7725|-7 
93075||CNY||||MOAB|UT|CANYONLANDS FIELD AIRPORT|38.755|-109.754|4560|4565|4575|-7 
93076||EHA||||ELKHART|KS|ELKHART-MORTON CO AIRPORT|37.002|-101.868|3625|3625||-6 
93083||SRR||||RUIDOSO|NM|SIERRA BLANCA RGNL AIRPORT|33.463|-105.533|6814|6814||-7 
93084||SAD||||SAFFORD|AZ|SAFFORD REGIONAL AIRPORT|32.855|-109.635|3170|3158|3160|-7 
93091||LAM||||LOS ALAMOS|NM|LOS ALAMOS AIRPORT|35.880|-106.269|99999|7171|99999|-7 
93092||E33||||CHAMA|NM|NWS AWRS|36.867|-106.567|7851|7851||-7 
93097||ALM||||ALAMOGORDO|NM|ALAMOGORDO-WHITE SANDS RGL AIRPORT|32.840|-105.984|4200|4200||-7 
93101|690140|NZJ||||SANTA ANA|CA|EL TORO MARINE CORPS AIR STATION|33.676|-117.731|359|383|382|-8 
93102|724885|NFL||||FALLON|NV|FALLON NAS|39.417|-118.700|3934|3934|3938|-8 
93104|746120|NID||||CHINA LAKE|CA|CHINA LAKE|35.683|-117.683|2214|2283|2238|-8 
93107|722930|NKX||||MIRAMAR|CA|MARINE CORPS AIR STATION|32.867|-117.150|456|478|463|-8 
93110||OXR||||OXNARD|CA|OXNARD AIRPORT|34.201|-119.206|35|68|68|-8 
93111|723910|NTD||||POINT MUGU|CA|POINT MUGU|34.117|-119.117|7|12|13|-8 
93112|722906|NZY||||SAN DIEGO|CA|NORTH ISLAND NAS|32.700|-117.200|26|26|51|-8 
93114|690160|NTK||||TUSTIN|CA|MARINE CORPS AIR STATION|33.700|-117.833|57|54|65|-8 
93115|722909|NRS||||IMPERIAL BEACH|CA|NAVAL AUXILIARY LANDING FD|32.567|-117.117|12|23|18|-8 
93116|722910|NSI||04|7870|SAN NICOLAS ISLAND|CA|SAN NICOLAS ISLAND NAVAL OUTLYING FIELD|33.240|-119.458|502|504|508|-8 
93117|722925|NUC||||SAN CLEMENTE ISLAND|CA|NALF/F. SHERMAN FLD ARPT|33.023|-118.588|182|182||-8 
93121|690150|NXP||||TWENTY NINE PALMS|CA|TWENTY NINE PALMS|34.300|-116.167|2283|2283|2020|-8 
93129||CDC|04|42|1267|CEDAR CITY|UT|CEDAR CITY REGIONAL ARPT|37.702|-113.097|5586|5618|5626|-7 
93132||U28||||GREEN RIVER|UT|GREEN RIVER|40.000|-110.151|0|4120|0|-7 
93134||CQT|06|04|5115|LOS ANGELES|CA|DOWNTOWN L.A./USC CAMPUS|34.028|-118.296|178|185|185|-8 
93136||MWS||||MOUNT WILSON|CA|MOUNT WILSON|34.226|-118.066|0|5705|0|-8 
93138||PSP||||PALM SPRINGS|CA|PALM SPRINGS INTL AIRPORT|33.828|-116.505|406|450|447|-8 
93141||PUC||||PRICE|UT|CARBON COUNTY AIRPORT|39.545|-110.750|5830|5856|5877|-7 
93144||VIS||||VISALIA|CA|VISALIA MUNICIPAL AIRPORT|36.319|-119.384|295|295||-8 
93167|72370|IGM||02|4645|KINGMAN|AZ|KINGMAN AIRPORT|35.259|-113.937|3420|3446|3387|-7 
93184||SNA||||SANTA ANA|CA|J. WAYNE APT-ORANGE CO APT|33.680|-117.866|40|55|52|-8 
93193|72389|FAT|05|04|3257|FRESNO|CA|FRESNO YOSEMITE INTERNATIONAL AIRPORT|36.780|-119.719|333|327|375|-8 
93194||IYK||||INYOKERN|CA|INYOKERN AIRPORT|35.659|-117.829|0|2455|0|-8 
93197||SMO||||SANTA MONICA|CA|SANTA MONICA MUNI AIRPORT|34.016|-118.451|142|175|192|-8 
93201||TRK||||TRUCKEE|CA|TRUCKEE-TAHOE AIRPORT|39.320|-120.134|5900|5900||-8 
93203||CIC||||CHICO|CA|CHICO MUNICIPAL AIRPORT|39.795|-121.858||0238||-8 
93205||MYV||||MARYSVILLE|CA|YUBA COUNTRY AIRPORT|39.098|-121.570|61|62|72|-8 
93206||SBP||||SAN LUIS OBISPO|CA|SAN LUIS CO REGIONAL ARPT|35.237|-120.641|199|207|196|-8 
93209||PRB|04|04|6742|PASO ROBLES|CA|PASO ROBLES MUNICIPAL ARPT|35.673|-120.627|810|817|806|-8 
93210||OVE||||OROVILLE|CA|OROVILLE MUNICIPAL AIRPORT|39.490|-121.618|180|192|195|-8 
93214||VBG||||LOMPOC|CA|VANDENBERG AFB|34.729|-120.568|367|367|0|-8 
93216||BAB||||MARYSVILLE|CA|BEALE AIR FORCE BASE|39.136|-121.436|0|113|0|-8 
93225||SMF||||SACRAMENTO|CA|SACRAMENTO INTL AIRPORT|38.696|-121.590|22|33|22|-8 
93226|72390|87Q||||SAN SIMEON|CA|PT POEDRAS BLANCA (SITE TERMINATED 1815Z, 6/8/05)|35.666|-121.285|89|69|92|-8 
93227||APC||||NAPA|CA|NAPA COUNTY AIRPORT|38.213|-122.280|14|56|46|-8 
93228||HWD||04|9185|HAYWARD|CA|HAYWARD EXECUTIVE AIRPORT|37.659|-122.121|32|47|62|-8 
93230||TVL||04|8762|SOUTH LAKE TAHOE|CA|LAKE TAHOE AIRPORT|38.894|-119.995|6260|6273|6316|-8 
93231||SQL||||SAN CARLOS|CA|SAN CARLOS AIRPORT|37.512|-122.249|0|5|0|-8 
93232||RHV||||SAN JOSE|CA|REID-HILLVIEW AIRPORT OF SANTA CLARA COUNTY|37.333|-121.820|0|133|0|-8 
93241||VCB||||VACAVILLE|CA|NUT TREE AIRPORT|38.377|-121.961|109|114|113|-8 
93242||MAE||||MADERA|CA|MADERA MUNICIPAL AIRPORT|36.988|-120.111|246|253|257|-8 
93243||26D8||||MERCED 23 WSW|CA|KESTERSON RESERVIOR|37.238|-120.883|75|78|99999|-8 
93244||IZA||||SANTA YNEZ|CA|SANTA YNEZ AIRPORT|34.607|-120.076|0|671|0|-8 
93706||HGR||||HAGERSTOWN|MD|HGRTWN RGNL-R.HNSON FLD AP|39.708|-77.730|692|704|737|-5 
93714||PTB||||PETERSBURG|VA|DINWIDDIE COUNTY AIRPORT|37.184|-77.501|953|953||-5 
93718||CRE||||NORTH MYRTLE BEACH|SC|GRAND STRAND AIRPORT|33.816|-78.721|25|33|28|-5 
93719||EWN|07|31|6108|NEW BERN|NC|CRAVEN COUNTY REG AIRPORT|35.068|-77.047|11|24|15|-5 
93720||SBY|01|18|8005|SALISBURY|MD|SALBRY-OCN CTY WICO RGN AP|38.341|-75.510|48|60|67|-5 
93721|72406|BWI|04|18|0465|BALTIMORE|MD|BALTIMORE-WASHINGTON INTL AIRPORT|39.172|-76.684|143|155|196|-5 
93726||ISO||||KINSTON|NC|KINSTON REGIONAL JETPORT AT STALLING FIELD|35.328|-77.612|0|94|0|-5 
93727|723096|NCA||||NEW RIVER|NC|JACKSONVILLE|34.700|-77.433|25|25|30|-5 
93728||DAA||||FORT BELVOIR|VA|DAVISON AAF AIRPORT|38.715|-77.315|0|74|0|-5 
93729|72304|HSE|08|31|1458|CAPE HATTERAS|NC|BILLY MITCHELL AIRPORT|35.232|-75.623|10|11|13|-5 
93730|72407|ACY|02|28|0311|ATLANTIC CITY|NJ|ATLANTIC CITY INTERNATIONAL AIRPORT|39.458|-74.457|65|67|117|-5 
93735||FAF||||FORT EUSTIS|VA|FELKER ARMY AIRFIELD|37.133|-76.609|0|12|0|-5 
93736||CHO||||CHARLOTTESVILLE|VA|CHARLOTTES-ALBEMARLE ARPT|38.139|-78.453|613|644|632|-5 
93737||FBG||||FORT BRAGG|NC|SIMMONS AAF AIRPORT|35.132|-78.937|0|242|0|-5 
93738|72403|IAD|04|44|8903|WASHINGTON|DC|WASHINGTON DULLES INTERNATIONAL AP|38.935|-77.448|290|323|309|-5 
93739|72402|WAL|01|44|8849|WALLOPS ISLAND|VA|WALLOPS FLIGHT FACILITY AIRPORT|37.941|-75.496|35|48|63|-5 
93740||FAY||||FAYETTEVILLE|NC|FAYETT RGNL/GRANNIS FLD AP|34.991|-78.880|181|196|184|-5 
93741||PHF||||NEWPORT NEWS|VA|NWPT NEWS/WIMBURG INTL APT|37.132|-76.493|40|51|59|-5 
93743|723097|NJM||||SWANSBORO|NC|BOGUE FIELD MARINE CORPS AUXILIARY FIELD|34.691|-77.030|22|22|29|-5 
93744||MTN||||BALTIMORE|MD|MARTIN STATE AIRPORT|39.326|-76.401|22|22||-5 
93747||HFF||||CAMP MACKALL|NC|MACKALL AAF AIRPORT|35.036|-79.498|0|376|0|-5 
93753||OAJ||||JACKSONVILLE|NC|ALBERT J ELLIS AIRPORT|34.829|-77.612|94|94||-5 
93757||HSP||||HOT SPRINGS|VA|INGALLS FIELD AIRPORT|37.951|-79.833|3792|3792||-5 
93759||RWI||||ROCKY MOUNT|NC|ROCKY MOUNT-WILSON RGN APT|35.855|-77.893|151|158|159|-5 
93760||SHD||||STAUNTON/WAYNESBRO/HARRISONBG|VA|SHENANDOAH VALLEY RGNL ART|38.264|-78.884|1201|1201||-5 
93765||MRH||||BEAUFORT|NC|MICHAEL J SMITH FLD ARPT|34.734|-76.661|8|11|13|-5 
93773||AKQ||||WAKEFIELD|VA|WAKEFIELD MUNICIPAL ARPT|36.984|-77.007|106|108|111|-5 
93775||OFP||||RICHMOND/ASHLAND|VA|HANOVER CO MUNICIPAL ARPT|37.708|-77.434|205|205|207|-5 
93776||KNIS||||CHERRY POINT|NC|CHERRY POINT/MCAS ASOS 2|34.883|-76.867|30|30|30|-5 
93778||THV||||YORK|PA|YORK AIRPORT|39.918|-76.874|472|480|475|-5 
93780||VAY||||MOUNT HOLLY|NJ|SOUTH JERSEY REGIONAL ARPT|39.941|-74.841|49|53|53|-5 
93781||RZZ||||ROANOKE RAPIDS|NC|HALIFAX COUNTY AIRPORT|36.439|-77.710|243|255|251|-5 
93782||MEB||||MAXTON|NC|LAURINBURG-MAXTON AIRPORT|34.792|-79.366|213|220|222|-5 
93783||BUY||||BURLINGTON|NC|BURLINGTON ALAMANCE RGL AP|36.047|-79.477|599|616|594|-5 
93784||DMH||||BALTIMORE|MD|BALTIMORE DOWNTOWN|39.281|-76.610|19|19|25|-5 
93785||IGX||||CHAPEL HILL|NC|HORACE WILLIAMS AIRPORT|35.933|-79.064|501|512|525|-5 
93786||OXB||||OCEAN CITY|MD|OCEAN CITY MUNICIPAL ARTP|38.308|-75.124|8|12|22|-5 
93795||VVS||||CONNELLSVILLE|PA|CONNELLSVILLE AIRPORT|39.959|-79.651|1267|1267||-5 
93796||ASJ||||AHOSKIE|NC|TRI-COUNTY AIRPORT|36.298|-77.167|68|68||-5 
93797||AVC||||SOUTH HILL|VA|MCKNBRG-BRUNWICK RGNL ARPT|36.688|-78.050|442|442||-5 
93798||CJR||||CULPEPER|VA|CULPEPER REGIONAL AIRPORT|38.527|-77.851|313|313||-5 
93799||CPC||||WHITEVILLE|NC|COLUMBUS CO MUNICIPAL ARPT|34.273|-78.701|98|98||-5 
93801|72320|RMG||09|7610|ROME|GA|RICHARD B RUSSELL AIRPORT|34.348|-85.161|692|644|637|-5 
93805|72214|TLH|01|08|8758|TALLAHASSEE|FL|TALLAHASSEE REGIONAL AIRPORT|30.393|-84.353|57|68|74|-5 
93806||TCL|03|01|8380|TUSCALOOSA|AL|TUSCALOOSA MUNICIPAL ARPT|33.212|-87.616|157|186|167|-6 
93807||INT||||WINSTON SALEM|NC|SMITH REYNOLDS AIRPORT|36.134|-80.222|952|970|996|-5 
93808||BWG|02|15|0909|BOWLING GREEN|KY|BOW GRN-WARREN CO. RGNL AP|36.981|-86.436|525|537|539|-6 
93809||CIR|08|11|1166|CAIRO|IL|CAIRO REGIONAL AIRPORT|37.064|-89.219|0|321||-6 
93810||MDH||||CARBONDALE/MURPHYBORO|IL|SOUTHERN ILLINOIS AIRPORT|37.780|-89.250|406|416|430|-6 
93812||LUK|08|33|1576|CINCINNATI|OH|CINA MUNI APT/LUKN FD APT|39.103|-84.419|475|497|512|-5 
